2	1	7	3	5	4.926315789473682	3	2	2	1	1	7	1
2	2	2	5	1	4	1	2	0	2	3	7	1
1	1	3	5	6	2	3	3	0	2	1	7	1
2	1.0	4	5	5	3.670886075949367	3	5	3	1	1	7	1
1	1	6	5	1	5	2	2	0	1	1	7	1
2	1	2	2	5	3	3	4	2	2	3	7	1
2	2	4	4	3	4.890410958904109	1	2	0	2	1	7	1
2	1	4	6	5	2	3	4	1	1	1	7	1
1	1	3	4	1	3	2	2	0	2	3	2	1
1	5	2	4	6	4	1	2	0	2	3	7	1
2	1	2	4	2	5	2	2	0	2	3	7	1
1	3	6	3	8	4.638888888888889	1	1	0	1	2	7	1
2	5	2	4	6	3	1	4	0	3	1	7	1
2	1	6	4	4	5	2	2	0	1	1	7	1
1	5	2	4	6	5	1	3	0	3	1	7	1
1	5	2	4	6	5	1	4	0	1	1	5	1
2	1	6	4	5	2	1	2	0	1	5	7	3
2	1	6	3	2	5	2	2	0	1	1	7	1
1	1	7	3	8	5	3	2	0	1	4	7	1
2	1	6	4	8	5	3	2	0	1	2	7	1
2	1	7	4	8	5.0	3	2	0	1	1	7	1
2	3	7	3	8	5	1	2	0	1	1	7	1
2	1	5	6	1	5	2	4	2	1	1	7	1
2	4.464788732394366	4	4	1	5	1	1.676056338028169	0	2	1.6619718309859155	7	1.0
2	1	5	6	1	2	2	3	0	1	1	4	3
2	1	4	3	5	5	3	2	0	1	1	8	2
2	5	1	3	9	4	1	3	1	3	1	7	1
1	5	2	3	6	5	1	2	0	3	1	7	1
1	5	1	2	2	5	1	3	1	3	1	7	1
1	5	1	2	6	5	1	5	3	3	1	7	1
2	5	1	1	1	2	1	7	5	2	2	8	1.2658227848101267
2	5	2	3	1	5	1	2	0	3	3	7	1
2	1	6	4	1	5	2	6	0	1	1	1	1
2	1	5	4	5	5	3	4	0	1	1	7	1
1	1	3	6	2	2	2	2	0	2	3	5.430379746835443	1
1	5	2	2	6	5	1	5	1	3	1	7	1
2	2	3	3	4	2	1	3	1	2	3	1	1
2	3.6056338028169015	7	3	8	5	1	1	0	2	3	7	1
2	1	7	4	8	5	3	2	0	1	1	7	1
2	3	3	4	4	4.970558168063792	1	3	1	2	2	7	1
2	1	2	5	2	2	2	2	0	2	1	7	1
1	5	5	6	1	1	1	1	0	2	2	7	1
2	4	7	3	8	2	1	2	0	1.6883116883116882	2	7	1
2	3	7	5	8	4.897435897435898	1	1.5	0	2	2	7	1.0
2	3	4	4	4	5	1	2.30188679245283	0	1	1	7	1
2	5	1	1	6	5	1	3.710526315789474	0	3	1	7	1.0
2	1	3	5	5	3	3	3	1	1	1	7	1
2	2	5	4	1	5	1	2	0	1	1	7	1.0
2	2	5	4	1	5	1	2	0	1	1	7	1
2	5	1	2	6	4.636363636363637	1	5	1	3	1	7	1
2	1	4	5	4	3	2	4	2	1	1	7	1
2	1.0	4	3	4.8311688311688314	2.3896103896103895	3	4	2	1	1	7	1.0
2	3	3	4	5	5	1	4	3	2	2	7	1
1	1	6	4	8	5	3	2.4743589743589745	0	1.7468354430379747	2.6025641025641026	7.0	1.0
2	1	5	6	4	5	3	3	0	1	1	7	1
2	1	5	5	1	5	2	2	0	1	1	7	1
1	5	1	1	9	5	1	5	3	3	1	5	1
2	1	5	4	1	4	2	5	1	1	1	7	1
2	1	6	4	1	5	3	2	0	1	1	7	1
2	5	1	2	6	4.260093727469359	1	8	6	3	1.3076923076923077	7	1
2	1	5	6	5	2	3	3	0	1	1	7	1
2	5	1	2	6	3	1	5	3	3	3	2	3
1	1	4	4	1	4	2	6	2	2	1	7	1
1	1	4	6	1	3	2	5	3	1	1	7	1
1	1	7	3	1	5	3	2	0	1	1	7	1
1	1	7	6	1	5	3	3	0	1	1	7	1
1	5	2	4	1	3.370967741935484	1	7	0	2	2	7	1
2	3	5	4	1	4	1	2	0	1	1	7	1
2	5	3	6	6	5	1	7	1	3	1	7	1
1	1	7	3	8	5	3	3	0	1	1	7	1
1	5	2	4	9	2	1	1.9027777777777777	0	2	3	3	1
1	1	7	3	8	5	3	2	0	1	1	7	1
2	1	4	6	1	3	2	4	2	1	1	7	1
2	5	1	2	4	3	1	2	1	3	1.518987341772152	7	1
2	5	1	2	4	5	1	3	2	3	3	5	1
1	1	6	4	8	5	3	2	0	1	1	7	1
2	1	4	4	5	5	3	4	0	1	1	7	1
2	1	4	5	1	5	2	2	0	1	1	7	1
2	1	3	5	1	3	2	2	0	1	5	7	1
2	1	4	6	1	5	2	3	1	1	1	7	1
1	1	4	6	1	5	2	2	0	1	1	5	1
1	5	1	2	6	3	1	6	3	3	5	7	1
2	1	2	3	1	5	2	2	0	2	3	7	1
1	1	7	6	1	5	3	3	3	1	1	7	1
2	1	4	3	1	5	3	4	2	1	1	7	1
2	1	7	4	8	4.677966101694917	3	2	0	1.3344166951761889	5	7	1
2	3	7	3	8	4.28125	1	1	0	1.825616255829447	3	2	1
2	3	6	5	1	5	1	2	0	1	1	7	1
2	4	7	4	4	5	1	1	0	1	1	7	1
1	5	1	2	6	4	1	3	0	3	2	5	1
2	1	3	3	5	5	3	4	2	1	1	7	1
1	5	4	4	2	5	1	1	0	2	3	7	1
2	4	5	4	8	2	1	2	0	2	3	7	1
1	5	3	4	1	2	1	2	0	1	1	7	1
1	1	7	6	3.112676056338028	5	3	2	0	1	1	7	1
2	1	7	4	8	5	3	2	0	1	1.6455696202531647	7	1
2	5	2	4	6	4	1	3.1973684210526314	0	2	2	7	1
1	1	7	4	8	5	3	2	0	1	1	7	1
2	5	3	4	3	5	1	1	0	2	3	7	1
2	5	3	3	3	4	1	3	1	2	3	7	1
2	4	7	5	8	5	1	1	1	2	3	7	1
2	1	6	5	2	5	2	2	0	1	1	7	1
2	1	4	6	5	4	3	5	3	1	1	7	3
1	1	7	5	8	5	3	2	0	1	1	7	1
2	5	3	4	4	5	1	1	0	2	3	7	1
2	5	2	4	6	5	1	4	0	3	1	7	1
2	5	2	3	2	3	1	3	1	3	1	7	1
2	3	7	6	1	5	1	1	0	2	1	7	1
1	5	3	4	1	5	1	2	0	1	1	6	1
1	5	3	5	1	3	1	2	0	2	2	7	1
1	1	3	5	1	4	2	3	1	2	3	7	3
1	5	3	4	1	5	1	1	0	2	2	7	1
2	1	3	5	1	5	2	2	0	1	1	7	1
2	5	1	2	6	4	1	3	1	3	1	2	1
2	1	5	4	1	5	2	2	0	1	1	7	1
2	5	3	5	1	5	1	2	0	1	1	5	1
1	1	6	6	1	5	2	2	0	1	1	7	1
1	1	7	3	8	4.924050632911392	3	2.3544303797468356	0	1	1	7	1
1	2	3	4	1	5	2	4	0	2	1	7	1
2	1	4	4	5	5	3	5	3	1	1	7	1
2	1	5	3	4	5	2	3	0	1	1	7	1
2	1	6	5	5	5	3	2	0	1	1.1168831168831168	7	1
2	1	5	3	1	5	3	3	1	1	1	7	1
1	1	4	6	1	5	2	2	0	1	2	7	1
1	5	2	5	1	5	1	3	0	2	3	2	1
2	3	3	4	4	5	1	4	1	1	4	5	1
1	5	2	5	4	3	1	1	0	3	1	7	1
2	1	5	2	5	5	3	4	1	1.3333333333333333	3	7	1
1	1	4	1	2	5	2	3	1	2	3	5	1
2	5	2	3	6	5	1	3	0	3	1	7	1
2	5	2	3	6	5	1	6	0	2	5	7	1
2	5	1	2.2531645569620253	6	3	1	4	2	3	1	5	1
2	3	4	6	1	5	1	1	0	1	1	7	1
2	1	3	5	1	4	2	3	1	1	1	7	1
2	5	3	4	1	5	1	1	1	1	1	7	1
1	1	7	5	8	5	3	2	0	1	1	7	1
1	1	5	5	1	5	2	2	0	1	1	7	1.0
1	5	1	1	6	5	1	3	1	3	2	5	1
1	1	3	4	2.189873417721519	5	2	2	0	2	2	7	1
1	1	6	4	1	5	2	3	0	1	1	7	1
1	3	5	3	3	4	1	4	1	2	1	7	1
1	1	3	4	1	4	2	4	2	2	1	7	1
1	1	6	5	1	5	2	2	0	1	1	7	1
1	1	6	6	1	5	2	3	1	1	1	7	1
2	2	3	4	3	5	1	2	0	2	3	7	1
1	1	3	4	3	5	2	2	0	1	1	7	1
1	1	6	6	8	5	3	2	0	1	1	7	1
1	5	2	3	1	5	1	3	0	2	2	7	1
1	1	5	4.701298701298701	2	5	2	4	2	1	1	7	1
1	1	5	6	1	5	3	2	1	1	1	3	1
1	5	1	2	4	5	1	4	2	3	1	7	1
1	1	6	5	1	5	3	2	0	1	1	7	1
1	1	7	4	8	5	2	2	0	1	1	7	1
1	1	6	4	1	5	2	2	0	2	1	7	1
1	5	3	4	6	5	1	4	0	2	1	7	1
1	5	2	4	3	5	1	3	0	3	1	7	1
1	1	5	6	1	5	1	3	0	1	1	3	1
1	5	3	6	1	5	1	2	0	2	3	7	1
1	1	5	3	8	5	2	3	0	1	1	7	1
2	1	7	4	8	5	3	3	0	1	1	7	1
1	1	4	6	1	5	2	3	1	1	1	7	1
1	1	7	5	8	5	3	2	0	1	1	7	1
2	3	6	3	4	4.202702702702703	1	1	0	1	5	7	1
1	1	6	4	1	5	2	3	1	1	1	7	1
1	1	4	5	2	5	2	4	2	1	1	7	1
1	1	4	6	1	5	2	2	0	1	1	7	1
1	1	4	6	1	5	2	4	2	1	1	7	1
1	1	3	6	1	5	2	2	0	1	1	1	1
1	2	2	3	3	2	1	4	0	2	3	7	1
1	1	4	5	1	5	2	4	1	1	1	7	1
1	1	6	5	8	5	2	4	0	1	1	7	1
2	1	3	3	1	3	3	4	2	2	3	7	1
1	1	3	4	1	4	2	4	2	1	1	7	1
1	1	5	4	1	5	3	2	0	1	1	7	1
1	3	4	6	9	3	1	1	0	2	1	7	1
1	3	7	2	8	5	1	1	0	1	1	7	1
2	3	5	3	4	5	1	2.6419871029376645	0	1	1	5	1
1	1	7	3	8	5	3	2	0	1	1	7	1
2	5	2	4	1	5	1	6	1	3	1	7	1
1	1	7	4	8	5.0	3	2	0	1	2	7	1
2	4	7	3	4	5	1	1	0	1	1	7	1
1	5	2	4	1	5	1	1	0	2	1	7	1
2	4	4	3	4	4.268729536778485	1	5	3	2	3	7	1
2	3	6	4	5	5	1	4	0	1	1	7	1
2	1	3	4	2	5	2	3	1	2	3	7	1
2	3	4	6	1	5	1	1	0	1	2	7	1
1	1	3	3	3	5	2	4	2	2	5	7	1
2	5	7	6	8	5	1	2	0	1	1	7	1
2	1	5	4	5	5	2	5	1	1	1	7	1
2	1	5	4	5	4	2	4	2	2	2	3	1
2	1	3	4	5	4	3	5	0	2	1	7	1
2	1	4	5	2	5	2	4	1	1	1	7	1
2	5	3	5	1	5	1	1	0	2	2	7	1
2	1	6	4	8	5	3	3	0	1	1	7	1
2	1	3	5	1	5	2	4	2	1	1	7	1
2	3	5	4	2	4.116883116883117	1	1	0	2	2.5288262910798123	7	1
1	5	2	4	6	5	1	3	0	3	1	7	1
1	1	4	4	1	5	3	4	2	1	1	7	1
2	5	2	4	6	5	1	2.8701298701298703	0	3	1	7	1
1	1	7	4	8	5	3	2.0	0	1	1	7	1
2	1	7	6	8	4.973684210526316	3	2	0	1	2	7	1
2	1	3	5	1	5	2	4	2	1	1	8	3
1	5	2	4	2	5	1	3	0	3	1	7	1
1	5	2	2	4	2	1	4	0	3	1	7	1
1	5	2	2	6	2	1	4	0	3	1	7	1
1	5	3	5	1	5	1	2	0	1	1	7	1
1	1	3	5	1	5	2	2	0	1	1	7	1
2	5	2	4	6	3	1	5	2	1	1	7	1
1	5	2	3	6	4	1	3	0	2	1	7	1
1	5	2	3	7	3	1	2.973684210526316	0	3	1	7	1
2	1	5	4	1	5	2	2	0	1	1	7	1
2	1	6	5	7	5	3	2	0	1	1	7	1
1	5	5	5	1	5	1	1	0	2	3	7	1
1	1	5	6	1	5	3	2	0	1	1	7	1
2	4	7	4	1	5	1	1.6962025316455696	0	1	1	7	1
1	1	7	5	8	5	3	2	0	1	1	7	1
1	5	1	2	2	4	1	4	2	3	1	7	3
1	5	1	3	6	5	1	4	2	3	1	7	1
2	2	3	2	4	5	1	2	0	1	2	7	1
2	1	6	3	5	5.0	3	2	0	1	1	7	1
1	5	3	4	1	3	1	1	0	1	1	7	1
2	3	5	4	1.3289473684210527	5	1	1	0	1	1.9823943661971832	7	1
2	2	3	5	1	5	1	2	0	1	1	7	1
2	1	4	4	1	5	2	2	0	1	1	7	1
1	1	5	4	1	5	3	3	0	1	1	1	1
1	1	6	6	8	5	3	2	0	1	5	7	1
2	5	7	6	8	5	1	2	0	1	1	7	1.0126582278481013
1	5	3	6	1	5	1	1	0	2	3	7	1
2	5	3	4	8	5	1	1	0	2	5	5	1
2	3	3	5	1	5	1	2	0	2	3	7	1
2	5	3	5	2	5	1	1	0	2	3	7	1
1	1	6	4	2	5	2	2	0	1	1	7	1.0
1	5	3	4	4	5	1	1	0	2	3	7	1
2	5	4	4	1	5	1	2	0	1	1	7	1
2	5	1	2	6	4.763888888888889	1	5.333333333333333	3	3	1	1	1
2	5	1	3	6	2	1	4	2	3	1	7	1
2	1	3	5	4	5	2	2	0	1	1	7	1
2	1	6	4	1	5	2	2	0	1	1	7	1
2	1	6	4	5	5	3	4	0	1	1	7	1
2	1	4	5	1	4	2	4	2	1	1	7	1
2	5	3	4	1	4.1	1	3	0	1	1	7	1
1	3	5	6	1	5	1	2.481012658227848	1	1	1	7	1
1	5	2	4	6	5	1	3	0	1	1	7	1
1	1	5	5	1	4.936507936507937	2	4	2	1	1	2	1
2	3	5	4	1	5	1	1	0	2	3	7	1
1	1	3	6	1	2	2	2	0	2	3	7	1
2	1	2	3	6	1	3	2	0	2	3	7	1
1	5	4	6	1	4	1	1	0	1	5	7	1
2	3	5	6	4	5	1	1	0	2	2.1116841896449117	7	1
1	2	4	4	1	5	2	2	0	2	3	7	1
1	1	3	6	1	2	3	2	0	2	1	2	3
2	5	3	6	4	5	1	2	0	2	1	2	1
2	5	2	4	5	5	1	5	0	3	1	7	1
2	5	1	2	6	5	1	4	2	3	1	5	1
2	1	3	3	4	5	2	4	2	1	1	7	1
2	1	4	6	1	4.894736842105263	2	4	2	1	1	7	1
1	2	2	4	2	5	1	2	0	1.8157894736842106	3	5	1
2	2	2	4	6	5	1	2	0	2	3	7	1
2	1	4	4	5	5	3	4	2	1	1	7	1
1	5	2	4	3	5	1	3	0	3	1	7	1
1	1	4	3	1	5	3	2	0	1	1.0379746835443038	7	1
2	2	2	4	5	5	1	3	1	2	1	7	1
2	3	7	5	4	5	1	1	0	1	1.7963697679031936	7	1
2	5	3	6	9	5	1	1	0	2	3	7	1
1	5	1	2	2	4.386666666666667	1	2.9370376458984055	0	3	1	7	1
1	5	1	2	6	5	1	3	1	3	1	7	1
2	1	2	3	5	2	3	4	2	2	3	7	1
2	3	3	3	6	5	1	5	4	2	3	7	1
2	5	4	3	2	2	1	3	2	2	3	7	1
2	1	4	4	5	5	3	3	1	1	1	7	1
1	1	6	1	3	5	3	4	1	1	1	3	1
2	5	2	2	9	1	1	9	3	2	3	7	1
1	5	6	4	8	5	1	1	0	2	3	7	1
1	3	6	5	7	5	1	1.528169014084507	0	2	2.2269566767694777	7	1
2	5	2	5	6	5	1	2	0	2	1	7	1
2	3	3	4	6	4	1	3	2	2	3	7	1
2	5	2	4	6	3.736842105263158	1	3	0	3	1	1	1
2	1	2	5	1	3	2	2	0	2	3	7	1
1	1	2	4	3	3	2	2	0	2	3	7	1
2	4	7	2	5	4.101629026286561	1	2.050632911392405	0	1.3161976911976905	3	7	1
2	1	2	4	6	2	3	2	0	2	3	7	1
2	1	4	6	1	5	2	3	1	1	1	7	1
2	1	6	5	8	5	3	2	0	1	1	7	1
1	1	7	3	8	5	3	2	0	1	1	7	1
1	2	3	5	4	1	1	6	4	2	1	7	1
1	1	7	5	1	5	3	2	0	1	1	7	1
1	3	3	5	1	4	1	1	0	1	1	7	1
2	1	4	4	5	5	2	5	3	1	1	2	1
2	4	6	6	8	5	1	1	0	1	2.0481290241045698	7	1
1	1	3	4	1	5	2	2	0	2	3	7	1
1	1	4	6	1	5	3	4	2	1	1	7	1
1	1	5	4	3	5	3	2	0	1	1	7	1
1	1	5	4	1	5	3	2.9240506329113924	0	1	1	1	1
2	1	3	5	2	4	2	4	2	1	2	3	1
2	1	4	4	1	3	2	2	0	1	1	7	1
1	1	4	4	1	5.0	3	3	1	1	1	7	1
1	4	7	3	7	4.773439646009245	1	1	0	1.3286204536204536	4	7	1
2	5	5	6	1	4	1	1	0	2	3	7	1
2	4	6	3	8	5	1	1	0	1	1	7	1
1	5	5	4	8	4.6835443037974684	1	2	0	2	1	7	1
2	1	4	5	4	4.166666666666667	2	4	2	1	1	7	1
1	5	2	4	6	3.830508474576271	1	3	0	3	1	7	1
1	5	2	5	3	4.163636363636364	1	2	0	2	1	7	1
2	3	5	3	5	5	1	2	0	1	1	7	1
2	5	4	5	1	4	1	1	0	2	3	7	1
1	2	7	6	9	5	1	2	0	1	1	7	1
1	1	2	3	3	3.9324324324324325	2	3	1	2	3	7	1
1	3	3	4	1	5	1	4	2	2	1	7	1
1	5	1	3	2	1	1	4	0	2	3	1	1
2	2	2	3	5	3.2301700804897937	1	7	5	2	3	5	1
2	2	3	2	3	3.7933400031564624	2	7	5	2	3	5	1
2	5	1	2	6	1	1	4	3	3	5	7	1
2	3	3	5	1.6962025316455696	3.8626101647494324	1	2	1	2	2	7	1
1	5	2	4	6	4.184210526315789	1	4	0	3	1	7	1
2	5	2	4	6	4.467638691322903	1	4	0	3	1	7	1
2	5	2	4	6	1	1	4	0	2	3	7	1
2	2	1	3	5	5	3	4	1	2	1	7	1
1	5	1	2	6	5	1	4	2	3	1	7	1
2	1	3	4	1	5	2	3	1	1	1	7	1
2	5	1	2	6	5	1	4	2	3	1	7	1
1	5	1	2	6	4	1	3	2	3	1	7	1
2	3	5	6	1	5	1	1	0	1	1	7	1
2	4	5	4	1	4.506329113924051	1	2	0	1	1	7	1
1	5	3	4	3	4.623376623376624	1	1	0	2	3	7	1
2	3	3	3	3	5	1	1	0	2	5	7	1
2	1	4	6	1	5	2	3	1	1	1	7	1
1	1	3	4	1	5	2	2	0	1	1	8	1
2	1	6	3	8	5	3	2	0	1	1	7	1
2	5	3	4	2	5	1	1	0	2	3	7	1
1	4.063291139240507	2	4	7	3.9220779220779223	1	1	0	2	3	7	3
1	5	2	4	3	2	1	8	2	3	1	7	1
1	5	3	3	1	4.828947368421052	1	2	0	2	3	7	1
1	5	3	4	3	5	1	4	0	2	1	7	1
1	5	1	2	2	5	1	3	1	3	1	7	1
1	5	3	3	6	2	1	3	0	2	3	3	1
2	5	2	3	4	2	1	2	0	2	1	7	1
2	3	3	3	5	2	1	2	1	3	3	7	1
1	5	4	4	3	5	1	1	0	2	4	7	1
2	1	5	5	1	4	2	2	0	1	1	7	1
1	1	5	3	8	4.914897760467383	3	2	0	1	1	7	1
1	5	1	2	2	5	1	2	1	3	3	7	1
1	1	7	1	8	5	3	2	0	1.2820512820512822	4	7	1
2	5	2	2	6	5	1	3	0	3	1	6.8933333333333335	1
1	1	4	6	1	5	2	4	2	1	1	7	1
2	1	4	4	1	4.961538461538462	2	4	0	1	1	8	1.0512820512820513
2	5	1	2	9	2	1	4	3	3	1	7	1
1	1	7	3	2	5	3	2	0	2	1	7	1
2	1	6	3	5	5	3	2	0	1	4	7	1
1	5	3	4	2	5	1	3	0	3	3	7	1
2	5	2	3	2	4.646524822695035	1	1	0	2	1	7	1
1	1	7	4	8	5	3	2	0	1	1	7	1
1	1	7	5	8	5	3	2	0	1	1	7	1
2	4	7	3	8	2	1	1	0	1	4	7	1
2	1	5	5	1.0	5	2	3	1	1	1	7	1
1	1	7	4	1	5.0	3	2	0	1	1	7	1
1	5	3	4	2.448717948717949	2	1	1.0416666666666667	0	1	4	7	1
2	5	2	3	2	5	1	4	1	2	1	7	1
2	5	1	1	1	1	1	3	1	3	3	7	1
2	5	1	1	6	4.575342465753424	1	3.571319603356217	0	3	3	7	1
2	1	6	3	5	5	3	2	0	1	1	7	1
2	1	6	6	2	5	2	2	0	2	3	7	1
1	3	6	6	8	5	1	2	0	2	1	7	1
2	1	2	3	6	5	2	4	2	2	3	7	1.0
2	3	4	4	4	4.561010236343494	1	4	0	2	2	7	1
2	5	1	2	6	2	1	5	3	3	1	7	1
2	2	4	5	2	4.424657534246576	1	3	0	1	2	7	1.0
1	1	7	6	8	5	3	2	0	1	1	7	1
2	5	1	1	6.333333333333333	5	1	4	2	3	1	7	1
1	2	2	4	6	3.2636614625427116	1	2	0	2	3	7	1
1	5	3	2	9	5	1	2	0	2	1	5	2
1	2	2	4	6	3.2636614625427116	1	2	0	2	3	7	1
2	2.0253164556962027	6	5	1	1	3	2	0	1	1	7	1
2	4	6	3	1	5	1	2	0	1	1	7	1
2	4	7	4	8	5	1	3	0	1	1	7	1
2	5	2	3	2	5	1	4	1	3	1	7	1
1	4	7	3	8	5	1	1	0	1	1	7	1
2	5	2	2	2	2	1	2	0	2	3	7	1
1	5	6	5	1	5	1	2	1	2	1	7	1
2	1	6	4	8	5.0	3	2	0	1	1	7	1
1	1	6	5	1	5	3	2	0	1	1	7	1
1	1	4	5	1	5	2	2	0	1	1.0	7	1
1	5	4	5	1	5	1	1	0	1	1	7	1
2	5	2	4	2	2	1	3	0	2	3	7	1
2	1	7	4	5	5	3	2	0	1	1	7	1
1	2	4	5	1	2	2	2	0	2	3	7	1
2	1	6	4	1	5	3	2	0	1	1.0759493670886076	7	1
1	1	3	4	1	5	2	3	1	1	1	7	1
2	1	3	3	4	3.961038961038961	2	3	1	1	1	7	1
2	3	4	6	1	2	1	1	0	1	1	7	1
2	1	3	4	5	3.466666666666667	3	3	1	1	1	7	1
2	3	3	4	1	4.618514052718347	1	2	1	2	1	7	1
2	2	5	5	1	4	2	4	1	1	1	7	1
1	3	4	4	1	5	1	2	0	1	1	7	1
2	2	3	6	1	2	1	2	0	2	5	7	1
2	4	7	5	8	4.83957922419461	1	1.86	0	1	1	7	1
2	1	3	3	1	4.924050632911392	2	2	0	1	1	7	1
1	4	7	4	8	5	1	1	0	1	4	7	1.0
1	5	6	3	8	4.697891926393917	1	1	0	1	4	7	1
2	3	4	6	1	4	1	2	0	1	1	7	1
2	5	2	2	9	3.4242424242424243	1	2.6419270833333335	0	2	3	7	1
2	3	3	6	1	4	1	1	0	2	3	7	1
2	5	5	3	8	4.120598591549296	1	1	0	2	3	1	1
1	3	3	6	1	5	1	1	0	1	1	1	1
2	1	6	6	1	5	3	2	0	1	5	7	1
1	1	5	5	1	5.0	2	3	1	1	1	7	1
2	5	2	4	1	4.44	1	2	0	2	3	7	1
1	2	2	4	4	4	1	5	2	3	1	7	1
1	1	4	6	1	5	2	3	1	1	1	5	1
1	1	5	4	1	5	2	2	0	1	1	7	1
2	1	3	3	1	2	2	3	1	2	1	7	1
2	2	2	5	6	3.5789473684210527	1	6	0	2	1	7	1
2	5	2	4	6	2	1	6	2	3	1	7	1
1	5	2	3	1	3.915316255534472	1	8	2	3	1	7	1
1	1	7	3	8	4.660528031290744	3	2	0	1	4	7	1
2	1	7	3	8	4.774406974255193	3	2	0	1	4	7	1
2	5	2	4	2	3	1	1	0	2	2	2	1
2	5	2	5	3	5	1	4	0	3	1	7	1
2	1	3	5	1	5	3	4	2	1	4	7	1
1	5	3	3	3	3.9285714285714284	1	2	0	2	1	7	1
2	3	4	4	1	4.736495388669302	1	1	0	2	3	7	1
2	3	6	3	9	5	1	2	0	1	1	7	1
1	3	4	5	4	3	1	3	0	2	1	7	1
2	3	4	3	8	5	1	2	0	1	1	7	1
2	4	6	2	9	5	1	4	0	1	1	7	1
2	1	5	4	1	5	2	2	0	2	1	8	1
1	1	3	4	4	5	2	2	0	2	1	7	1
